PlantCode,GenID,bus,FuelType,Pg,Pmax,Pmin,Qg,Qmax,Qmin,Lat,Lon
839,7P,662,Conventional Hydroelectric,0.333335524,1.0,0,0,18.7771429,-14.6707143,39.272108,-120.932508
905,1,284,Conventional Hydroelectric,6.53338117,19.6,0,0,18.7771429,-14.6707143,34.8158,-118.6867
6158,1,2248,Conventional Hydroelectric,50.000369,150.0,0,0,18.7771429,-14.6707143,37.946927,-120.528211
6158,2,2248,Conventional Hydroelectric,50.000369,150.0,0,0,18.7771429,-14.6707143,37.946927,-120.528211
6196,1,557,Conventional Hydroelectric,12.3667576,37.1,0,0,12.2,-12.2,34.6853,-118.7881
6196,2,557,Conventional Hydroelectric,12.3667576,37.1,0,0,12.2,-12.2,34.6853,-118.7881
6449,1,367,Conventional Hydroelectric,1.00000706,3.0,0,0,18.7771429,-14.6707143,34.1548,-117.9093
6480,1,420,Conventional Hydroelectric,4.66670081,14.0,0,0,9.3,-4.66666667,34.534337,-118.525113
6480,2,420,Conventional Hydroelectric,4.66670081,14.0,0,0,9.3,-4.66666667,34.534337,-118.525113
6480,3,420,Conventional Hydroelectric,6.000044,18.0,0,0,9.3,-4.66666667,34.534337,-118.525113
6612,1,8215,Conventional Hydroelectric,12.8667613,38.6,0,0,12.7,-12.7,38.86429,-120.444335
6643,1,350,Conventional Hydroelectric,0.333335524,1.0,0,0,18.7771429,-14.6707143,34.20795,-118.3516
6644,1,1863,Conventional Hydroelectric,1.63334503,4.9,0,0,18.7771429,-14.6707143,33.8553,-117.4537
6645,1,420,Conventional Hydroelectric,1.50001072,4.5,0,0,9.3,-4.66666667,34.5148,-118.6092
6645,2,420,Conventional Hydroelectric,1.50001072,4.5,0,0,9.3,-4.66666667,34.5148,-118.6092
6646,1,529,Conventional Hydroelectric,3.30002403,9.9,0,0,18.7771429,-14.6707143,34.1275,-117.7958
6647,1,707,Conventional Hydroelectric,1.70001219,5.1,0,0,18.7771429,-14.6707143,33.9117,-117.8192
7066,1,1296,Conventional Hydroelectric,1.00000706,3.0,0,0,18.7771429,-14.6707143,39.470447,-120.10455
7066,2,1296,Conventional Hydroelectric,0.200001176,0.6,0,0,18.7771429,-14.6707143,39.470447,-120.10455
7072,1,1841,Conventional Hydroelectric,3.63335983,10.9,0,0,3.56666667,-3.56666667,34.307444,-117.323548
7072,2,1841,Conventional Hydroelectric,3.63335983,10.9,0,0,3.56666667,-3.56666667,34.307444,-117.323548
7072,3,1841,Conventional Hydroelectric,3.63335983,10.9,0,0,3.56666667,-3.56666667,34.307444,-117.323548
7129,TD1,49,Conventional Hydroelectric,1.13334137,3.4,0,0,18.7771429,-14.6707143,39.528749,-121.546359
7147,3,1845,Conventional Hydroelectric,0.333335524,1.0,0,0,18.7771429,-14.6707143,34.088019,-117.039539
7147,4,1845,Conventional Hydroelectric,0.333335524,1.0,0,0,18.7771429,-14.6707143,34.088019,-117.039539
7147,5,1845,Conventional Hydroelectric,0.333335524,1.0,0,0,18.7771429,-14.6707143,34.088019,-117.039539
7151,1,158,Conventional Hydroelectric,0.833339198,2.5,0,0,18.7771429,-14.6707143,39.586864,-122.533248
7151,2,158,Conventional Hydroelectric,0.833339198,2.5,0,0,18.7771429,-14.6707143,39.586864,-122.533248
7189,1,1732,Conventional Hydroelectric,1.16667494,3.5,0,0,18.7771429,-14.6707143,40.597617,-122.538683
7338,NA1,2220,Conventional Hydroelectric,7.33338707,22.0,0,0,10.7,-7.3,39.889287,-121.279173
7507,1,2306,Conventional Hydroelectric,0.666671339,2.0,0,0,18.7771429,-14.6707143,39.53,-121.095833
7526,1,1783,Onshore Wind Turbine,5.736009,13.2,0,0,23.8842105,-22.5631579,38.116415,-121.769031
7526,2,1783,Onshore Wind Turbine,10.4291073,24.0,0,0,9.5,-9.5,38.116415,-121.769031
7526,2B,1783,Onshore Wind Turbine,27.3764066,63.0,0,0,24.9,-24.9,38.116415,-121.769031
7526,3,1783,Onshore Wind Turbine,55.6219054,128.0,0,0,23.8842105,-22.5631579,38.116415,-121.769031
7907,1,1646,Conventional Hydroelectric,18.3334684,55.0,0,0,18.1,-18.1,36.8326,-119.327
7907,2,1646,Conventional Hydroelectric,18.3334684,55.0,0,0,18.1,-18.1,36.8326,-119.327
7907,3,1646,Conventional Hydroelectric,18.3334684,55.0,0,0,18.1,-18.1,36.8326,-119.327
7911,1,1677,Conventional Hydroelectric,3.16668971,9.5,0,0,18.7771429,-14.6707143,35.44072,-118.796498
7942,10,1875,Conventional Hydroelectric,1.10000779,3.3,0,0,1.6,-1.1,33.6808,-117.0698
7942,11,1875,Conventional Hydroelectric,1.10000779,3.3,0,0,1.6,-1.1,33.6808,-117.0698
7942,12,1875,Conventional Hydroelectric,1.10000779,3.3,0,0,1.6,-1.1,33.6808,-117.0698
7942,2,1875,Conventional Hydroelectric,1.10000779,3.3,0,0,1.6,-1.1,33.6808,-117.0698
7942,3,1875,Conventional Hydroelectric,1.10000779,3.3,0,0,1.6,-1.1,33.6808,-117.0698
7942,4,1875,Conventional Hydroelectric,1.10000779,3.3,0,0,1.6,-1.1,33.6808,-117.0698
7942,6,1875,Conventional Hydroelectric,1.10000779,3.3,0,0,1.6,-1.1,33.6808,-117.0698
7942,7,1875,Conventional Hydroelectric,1.10000779,3.3,0,0,1.6,-1.1,33.6808,-117.0698
7942,8,1875,Conventional Hydroelectric,1.10000779,3.3,0,0,1.6,-1.1,33.6808,-117.0698
10005,WTGS,1641,Onshore Wind Turbine,7.56110277,17.4,0,0,23.8842105,-22.5631579,37.0478,-121.1708
10128,GEN1,1409,Conventional Hydroelectric,0.333335524,1.0,0,0,18.7771429,-14.6707143,40.37,-123.4347
10128,GEN2,1409,Conventional Hydroelectric,0.333335524,1.0,0,0,18.7771429,-14.6707143,40.37,-123.4347
10139,GEN1,300,Conventional Hydroelectric,1.96668083,5.9,0,0,18.7771429,-14.6707143,35.6439,-118.4822
10139,GEN2,300,Conventional Hydroelectric,1.96668083,5.9,0,0,18.7771429,-14.6707143,35.6439,-118.4822
10191,EXIS,2203,Onshore Wind Turbine,3.78055139,8.7,0,0,4.15,-4.15,35.060556,-118.389722
10437,SUN2,1833,Solar Photovoltaic,18.1647166,25.8584348,0,0,10.2,-7.0,34.863356,-116.827627
10438,SUN3,1833,Solar Photovoltaic,12.5336545,17.84232,0,0,10.2,-7.0,34.863356,-116.827627
10439,GEN1,1827,Solar Thermal without Energy Storage,31.0616654,44.2179235,0,0,16.6,-11.4,35.00694,-117.555768
10440,GEN1,1826,Solar Thermal without Energy Storage,31.0616654,44.2179235,0,0,16.6,-11.4,35.012166,-117.555672
10441,GEN1,1825,Solar Thermal without Energy Storage,31.0616654,44.2179235,0,0,16.6,-11.4,35.01948,-117.55553
10442,GEN1,1823,Solar Thermal without Energy Storage,31.7882541,45.2522609,0,0,17.0,-11.7,35.020981,-117.566079
10443,GEN1,1824,Solar Thermal without Energy Storage,31.7882541,45.2522609,0,0,17.0,-11.7,35.014836,-117.565903
10444,GEN1,7911,Solar Thermal without Energy Storage,83.5576965,118.9488,0,0,57.0,-30.7,35.0308,-117.3563
10446,GEN1,7911,Solar Thermal without Energy Storage,83.5576965,118.9488,0,0,57.0,-30.7,35.033,-117.338
10458,GEN1,1572,Conventional Hydroelectric,9.96673987,29.9,0,0,0.0,0.0,40.976389,-121.255833
10586,EXIS,1933,Onshore Wind Turbine,25.8989497,59.6,0,0,23.6,-23.6,35.075,-118.3158
10597,WGN1,1933,Onshore Wind Turbine,12.601838,29.0,0,0,11.5,-11.5,35.0697,-118.3167
10708,GEN1,333,Conventional Hydroelectric,0.366669117,1.1,0,0,18.7771429,-14.6707143,40.7576,-121.4145
10709,GEN1,1745,Conventional Hydroelectric,0.366669117,1.1,0,0,18.7771429,-14.6707143,40.4579,-121.8427
10718,WND,1855,Onshore Wind Turbine,5.08418979,11.7,0,0,23.8842105,-22.5631579,33.92194,-116.56222
10880,GEN1,333,Conventional Hydroelectric,0.600004192,1.8,0,0,18.7771429,-14.6707143,40.8014,-121.4481
50037,UNT2,262,Conventional Hydroelectric,2.33335021,7.0,0,0,18.7771429,-14.6707143,35.43,-118.8222
50061,GEN5,1118,Solar Photovoltaic,0.0,0.129292174,0,0,10.2,-7.0,32.778225,-117.070114
50061,GEN6,1118,Solar Photovoltaic,0.27247075,0.387876522,0,0,10.2,-7.0,32.778225,-117.070114
50061,GEN7,1118,Solar Photovoltaic,0.27247075,0.387876522,0,0,10.2,-7.0,32.778225,-117.070114
50061,GEN8,1118,Solar Photovoltaic,0.0,0.129292174,0,0,10.2,-7.0,32.778225,-117.070114
50076,UNT1,1480,Conventional Hydroelectric,0.0,0.2,0,0,18.7771429,-14.6707143,34.461667,-118.7511
50076,UNT2,1480,Conventional Hydroelectric,0.366669117,1.1,0,0,18.7771429,-14.6707143,34.461667,-118.7511
50147,1,1877,Conventional Hydroelectric,0.466669881,1.4,0,0,18.7771429,-14.6707143,33.051,-117.175
50156,GEN1,1735,Conventional Hydroelectric,1.06667421,3.2,0,0,18.7771429,-14.6707143,40.534454,-121.959109
50179,GEN1,1299,Conventional Hydroelectric,0.833339198,2.5,0,0,18.7771429,-14.6707143,41.2792,-122.3292
50179,GEN2,1299,Conventional Hydroelectric,0.833339198,2.5,0,0,18.7771429,-14.6707143,41.2792,-122.3292
50180,GEN1,1734,Conventional Hydroelectric,1.66667861,5.0,0,0,18.7771429,-14.6707143,40.670536,-121.890645
50218,U1,1168,Conventional Hydroelectric,0.933339917,2.8,0,0,18.7771429,-14.6707143,37.860653,-120.879153
50223,1296,1727,Conventional Hydroelectric,0.400002708,1.2,0,0,18.7771429,-14.6707143,41.028893,-121.892351
50276,EXIS,1858,Onshore Wind Turbine,2.5638222,5.9,0,0,23.8842105,-22.5631579,33.9131,-116.5631
50281,WGEN,1852,Onshore Wind Turbine,13.4709302,31.0,0,0,12.3,-12.3,33.926111,-116.615
50375,GEN1,1457,Conventional Hydroelectric,0.400002708,1.2,0,0,18.7771429,-14.6707143,34.2619,-118.6242
50386,WING,1932,Onshore Wind Turbine,6.64855589,15.3,0,0,23.8842105,-22.5631579,35.0522,-118.3581
50393,FR1,125,Conventional Hydroelectric,6.13337829,18.4,0,0,5.06666667,-3.4,36.997694,-119.703451
50393,M1,125,Conventional Hydroelectric,3.26669045,9.8,0,0,5.06666667,-3.4,36.997694,-119.703451
50393,RO1,125,Conventional Hydroelectric,0.800005626,2.4,0,0,5.06666667,-3.4,36.997694,-119.703451
50393,RO2,125,Conventional Hydroelectric,2.30001663,6.9,0,0,5.06666667,-3.4,36.997694,-119.703451
50400,GEN1,1889,Conventional Hydroelectric,5.40003955,16.2,0,0,18.7771429,-14.6707143,38.1861,-120.15
50485,GEN1,1858,Onshore Wind Turbine,9.42965116,21.7,0,0,8.6,-8.6,33.915023,-116.555064
50485,GEN2,1858,Onshore Wind Turbine,1.47745686,3.4,0,0,23.8842105,-22.5631579,33.915023,-116.555064
50492,3,1522,Conventional Hydroelectric,0.500003463,1.5,0,0,18.7771429,-14.6707143,32.679172,-117.246698
50532,15SLE,2203,Onshore Wind Turbine,0.651819204,1.5,0,0,4.15,-4.15,35.0686,-118.3833
50532,WGNS,2203,Onshore Wind Turbine,7.51764816,17.3,0,0,4.15,-4.15,35.0686,-118.3833
50535,WGNS,1848,Onshore Wind Turbine,12.9929295,29.9,0,0,11.8,-11.8,33.9461,-116.6769
50536,WGNS,2399,Onshore Wind Turbine,33.4165979,76.9,0,0,30.4,-30.4,35.2608,-118.2469
50552,WGNS,1849,Onshore Wind Turbine,16.9038447,38.9,0,0,15.7,-15.7,33.914986,-116.71026
50553,1,1860,Onshore Wind Turbine,8.69092273,20.0,0,0,7.9,-7.9,33.881667,-116.460278
50690,GEN1,8403,Onshore Wind Turbine,18.8593023,43.4,0,0,17.2,-17.2,33.934,-116.5781
50754,GEN1,8680,Onshore Wind Turbine,1.52091148,3.5,0,0,23.8842105,-22.5631579,35.043889,-118.276388
50754,GEN2,8680,Onshore Wind Turbine,1.82509377,4.2,0,0,23.8842105,-22.5631579,35.043889,-118.276388
50754,GEN3,8680,Onshore Wind Turbine,10.0380157,23.1,0,0,9.1,-9.1,35.043889,-118.276388
50754,GEN4,8680,Onshore Wind Turbine,1.6078207,3.7,0,0,23.8842105,-22.5631579,35.043889,-118.276388
50820,GEN1,796,Onshore Wind Turbine,1.30363841,3.0,0,0,23.8842105,-22.5631579,33.890913,-116.541515
50821,GEN1,1681,Onshore Wind Turbine,20.8582145,48.0,0,0,23.8842105,-22.5631579,35.045,-118.2642
50823,GEN1,1681,Onshore Wind Turbine,17.5991185,40.5,0,0,11.9,-11.9,35.046,-118.2757
50961,GEN1,1292,Conventional Hydroelectric,1.40000998,4.2,0,0,18.7771429,-14.6707143,40.976859,-122.456251
52142,GEN1,1680,Onshore Wind Turbine,12.601838,29.0,0,0,23.8842105,-22.5631579,35.0506,-118.2572
52143,GEN1,1936,Onshore Wind Turbine,10.2118342,23.5,0,0,9.3,-9.3,35.068,-118.2898
52144,GEN1,1680,Onshore Wind Turbine,9.77728807,22.5,0,0,8.9,-8.9,35.076,-118.2487
52160,WGNS,2203,Onshore Wind Turbine,9.560015,22.0,0,0,4.15,-4.15,35.076,-118.3664
52161,WGNS,1928,Onshore Wind Turbine,7.99564891,18.4,0,0,23.8842105,-22.5631579,35.0853,-118.3547
52162,WGNS,1931,Onshore Wind Turbine,6.12710052,14.1,0,0,23.8842105,-22.5631579,35.1011,-118.3372
52163,WTGN,1931,Onshore Wind Turbine,9.21237809,21.2,0,0,8.4,-8.4,35.1011,-118.3372
52165,WGNS,8593,Onshore Wind Turbine,0.782183045,1.8,0,0,23.8842105,-22.5631579,35.0908,-118.3936
54017,U1,367,Conventional Hydroelectric,1.30000925,3.9,0,0,18.7771429,-14.6707143,34.204311,-117.855714
54017,U2,367,Conventional Hydroelectric,0.366669117,1.1,0,0,18.7771429,-14.6707143,34.204311,-117.855714
54298,GEWE,1932,Onshore Wind Turbine,3.25909602,7.5,0,0,23.8842105,-22.5631579,35.0583,-118.3417
54299,GEWE,1933,Onshore Wind Turbine,1.30363841,3.0,0,0,23.8842105,-22.5631579,35.075,-118.3417
54300,GEWE,1989,Onshore Wind Turbine,1.95545761,4.5,0,0,23.8842105,-22.5631579,35.0583,-118.3083
54300,SX1S,1989,Onshore Wind Turbine,0.0,0.1,0,0,23.8842105,-22.5631579,35.0583,-118.3083
54308,1,166,Conventional Hydroelectric,0.433336296,1.3,0,0,18.7771429,-14.6707143,40.199822,-123.523145
54343,GEN1,1425,Conventional Hydroelectric,6.70004907,20.1,0,0,0.0,0.0,36.4156,-119.0069
54453,GEN2,1783,Onshore Wind Turbine,6.73546511,15.5,0,0,23.8842105,-22.5631579,38.1167,-121.8333
54454,GEN11,1854,Onshore Wind Turbine,21.5100337,49.5,0,0,23.8842105,-22.5631579,33.918395,-116.573906
54554,GEN1,1887,Conventional Hydroelectric,0.900006343,2.7,0,0,18.7771429,-14.6707143,38.3914,-120.0008
54554,GEN2,1887,Conventional Hydroelectric,0.900006343,2.7,0,0,18.7771429,-14.6707143,38.3914,-120.0008
54554,GEN3,1887,Conventional Hydroelectric,0.166667613,0.5,0,0,18.7771429,-14.6707143,38.3914,-120.0008
54647,EXIS,1680,Onshore Wind Turbine,12.4714741,28.7,0,0,11.3,-11.3,35.05,-118.2572
54650,EXI2,1848,Onshore Wind Turbine,3.95436984,9.1,0,0,23.8842105,-22.5631579,33.942,-116.661
54650,EXIS,1848,Onshore Wind Turbine,4.17164291,9.6,0,0,23.8842105,-22.5631579,33.942,-116.661
54654,KEK1,6,Conventional Hydroelectric,1.63334503,4.9,0,0,18.7771429,-14.6707143,40.0941,-123.508983
54681,EXIS,1857,Onshore Wind Turbine,3.1721868,7.3,0,0,23.8842105,-22.5631579,33.898856,-116.57281
54682,EXIS,2407,Onshore Wind Turbine,2.39000375,5.5,0,0,23.8842105,-22.5631579,33.893685,-116.567811
54685,EXIS,1857,Onshore Wind Turbine,5.08418979,11.7,0,0,23.8842105,-22.5631579,33.887401,-116.578231
54686,EXIS,295,Onshore Wind Turbine,11.7762003,27.1,0,0,10.7,-10.7,35.0506,-118.1714
54750,VW1,1932,Onshore Wind Turbine,2.82454989,6.5,0,0,23.8842105,-22.5631579,35.0663,-118.339444
54909,EXI2,1927,Onshore Wind Turbine,3.60673293,8.3,0,0,4.35,-4.35,35.1061,-118.3114
54909,EXIS,1927,Onshore Wind Turbine,5.90982745,13.6,0,0,4.35,-4.35,35.1061,-118.3114
54931,WGN1,1933,Onshore Wind Turbine,20.3367592,46.8,0,0,18.5,-18.5,35.074,-118.3153
55396,WGNS,2406,Onshore Wind Turbine,7.17001125,16.5,0,0,23.8842105,-22.5631579,33.9014,-116.7167
55719,GEN2,1855,Onshore Wind Turbine,9.64692423,22.2,0,0,8.8,-8.8,33.9211,-116.5642
55719,GENI,1855,Onshore Wind Turbine,18.5116654,42.6,0,0,17.5,-17.5,33.9211,-116.5642
56011,V-47,1864,Onshore Wind Turbine,17.8163916,41.0,0,0,16.2,-16.2,33.9172,-116.735
56012,1,1852,Onshore Wind Turbine,26.7245874,61.5,0,0,24.3,-24.3,33.925,-116.617778
56075,1,8535,Onshore Wind Turbine,63.3568267,145.8,0,0,64.3,-64.3,38.1381,-121.8053
56075,2,8535,Onshore Wind Turbine,7.03964741,16.2,0,0,23.8842105,-22.5631579,38.1381,-121.8053
56112,V47,1853,Onshore Wind Turbine,9.73383345,22.4,0,0,8.9,-8.9,33.9141,-116.5914
56125,4152,1458,Conventional Hydroelectric,0.333335524,1.0,0,0,18.7771429,-14.6707143,34.2253,-119.0858
56271,VEST,1918,Onshore Wind Turbine,7.82183045,18.0,0,0,23.8842105,-22.5631579,37.763653,-121.614392
56275,WGNS,8593,Onshore Wind Turbine,1.04291073,2.4,0,0,23.8842105,-22.5631579,35.0925,-118.3952
56276,WGNS,1929,Onshore Wind Turbine,0.695273818,1.6,0,0,23.8842105,-22.5631579,35.0772,-118.3811
56295,1,1542,Onshore Wind Turbine,21.7273068,50.0,0,0,19.8,-19.8,32.705556,-116.3425
56302,1,1682,Onshore Wind Turbine,25.638222,59.0,0,0,23.8842105,-22.5631579,35.06094,-118.292406
56362,1,303,Onshore Wind Turbine,65.1819204,150.0,0,0,66.1,-66.1,38.12,-121.85
56446,1,8507,Onshore Wind Turbine,16.5127532,38.0,0,0,15.0,-15.0,37.805,-121.6672
56570,WGNS,302,Onshore Wind Turbine,3.21564141,7.4,0,0,23.8842105,-22.5631579,35.1161,-118.3789
56615,G100,1058,Conventional Hydroelectric,1.5333443,4.6,0,0,18.7771429,-14.6707143,32.93695,-117.113669
56654,1,2208,Onshore Wind Turbine,43.976069,101.2,0,0,44.6,-44.6,40.8981,-121.8036
56768,CR1,138,Solar Photovoltaic,4.54117916,6.4646087,0,0,10.2,-7.0,36.7575,-120.3658
56791,1,1855,Onshore Wind Turbine,19.5545761,45.0,0,0,17.8,-17.8,33.9393,-116.5527
56814,PV1,2065,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.040278,-118.148056
56814,PV2,2065,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.040278,-118.148056
56862,1,562,Solar Photovoltaic,0.27247075,0.387876522,0,0,10.2,-7.0,34.5644,-117.6933
56862,2,562,Solar Photovoltaic,0.27247075,0.387876522,0,0,10.2,-7.0,34.5644,-117.6933
56862,3,562,Solar Photovoltaic,0.27247075,0.387876522,0,0,10.2,-7.0,34.5644,-117.6933
56862,4,562,Solar Photovoltaic,0.27247075,0.387876522,0,0,10.2,-7.0,34.5644,-117.6933
56875,TBD,859,Solar Photovoltaic,0.908235832,1.29292174,0,0,10.2,-7.0,38.44979,-121.16469
56909,1,108,Solar Photovoltaic,0.27247075,0.387876522,0,0,10.2,-7.0,36.7839,-119.7094
56909,2,108,Solar Photovoltaic,0.27247075,0.387876522,0,0,10.2,-7.0,36.7839,-119.7094
56909,3,108,Solar Photovoltaic,0.27247075,0.387876522,0,0,10.2,-7.0,36.7839,-119.7094
56909,4,108,Solar Photovoltaic,0.27247075,0.387876522,0,0,10.2,-7.0,36.7839,-119.7094
56939,1,8185,Solar Photovoltaic,19.0729525,27.1513565,0,0,10.2,-7.0,33.5917,-114.7444
56996,S1A,2000,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,33.985244,-117.700826
56996,S1B,2000,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,33.985244,-117.700826
57004,1,782,Solar Photovoltaic,0.908235832,1.29292174,0,0,10.2,-7.0,33.8672,-117.23
57005,1,2118,Solar Photovoltaic,0.908235832,1.29292174,0,0,10.2,-7.0,38.40008,-121.96366
57006,1,1885,Solar Photovoltaic,0.908235832,1.29292174,0,0,10.2,-7.0,38.674894,-121.713362
57007,1,8357,Solar Photovoltaic,0.908235832,1.29292174,0,0,10.2,-7.0,33.567268,-114.917979
57009,1,999,Solar Photovoltaic,0.908235832,1.29292174,0,0,10.2,-7.0,34.094695,-117.266831
57010,1,1330,Solar Photovoltaic,0.908235832,1.29292174,0,0,10.2,-7.0,38.232108,-122.092706
57011,1,8357,Solar Photovoltaic,0.908235832,1.29292174,0,0,10.2,-7.0,33.565329,-114.903629
57012,1,1993,Solar Photovoltaic,0.908235832,1.29292174,0,0,10.2,-7.0,34.5975,-117.2
57041,1,1320,Solar Photovoltaic,1.81647166,2.58584348,0,0,10.2,-7.0,38.4106,-121.9264
57217,S003A,2004,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.094279,-117.400113
57217,S003B,2004,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.094279,-117.400113
57219,S005A,8315,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.086276,-117.230571
57219,S005B,8315,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.086276,-117.230571
57219,S005C,8315,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.086276,-117.230571
57219,S005D,8315,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.086276,-117.230571
57219,S005E,8315,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.086276,-117.230571
57220,S006A,1846,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.041389,-117.573055
57220,S006B,1846,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.041389,-117.573055
57220,S006C,1846,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.041389,-117.573055
57220,S006D,1846,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.041389,-117.573055
57221,S007A,8315,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.086111,-117.2275
57221,S007B,8315,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.086111,-117.2275
57221,S007C,8315,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.086111,-117.2275
57221,S007D,8315,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.086111,-117.2275
57221,S007E,8315,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.086111,-117.2275
57222,S008A,1846,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.041944,-117.565
57222,S008B,1846,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.041944,-117.565
57222,S008C,1846,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.041944,-117.565
57222,S008D,1846,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.041944,-117.565
57223,S009A,1846,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.042778,-117.571666
57223,S009B,1846,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.042778,-117.571666
57224,S010A,1018,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.075,-117.516944
57224,S010B,1018,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.075,-117.516944
57224,S010C,1018,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.075,-117.516944
57225,S011A,7808,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.075833,-117.241388
57225,S011B,7808,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.075833,-117.241388
57225,S011C,7808,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.075833,-117.241388
57225,S011D,7808,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.075833,-117.241388
57225,S011E,7808,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.075833,-117.241388
57225,S011F,7808,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.075833,-117.241388
57225,S011G,7808,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.075833,-117.241388
57226,S012A,1846,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.042222,-117.561666
57227,S013A,8315,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.083499,-117.23557
57227,S013B,8315,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.083499,-117.23557
57227,S013C,8315,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.083499,-117.23557
57227,S013D,8315,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.083499,-117.23557
57227,S013E,8315,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.083499,-117.23557
57227,S013F,8315,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.083499,-117.23557
57227,S013G,8315,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.083499,-117.23557
57229,S015A,1031,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.079167,-117.516666
57229,S015B,1031,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.079167,-117.516666
57229,S015C,1031,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.079167,-117.516666
57229,S015D,1031,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.079167,-117.516666
57229,S015E,1031,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.079167,-117.516666
57229,S015F,1031,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.079167,-117.516666
57229,S015G,1031,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.079167,-117.516666
57230,S016A,8315,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.085556,-117.233611
57230,S016B,8315,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.085556,-117.233611
57230,S016C,8315,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.085556,-117.233611
57231,S017A,1037,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.072778,-117.503333
57231,S017B,1037,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.072778,-117.503333
57231,S017C,1037,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.072778,-117.503333
57231,S017D,1037,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.072778,-117.503333
57231,S017E,1037,Solar Photovoltaic,0.454117916,0.64646087,0,0,10.2,-7.0,34.072778,-117.503333
